,id,date,news,label,pct_change,text_length,textlemma,textlengthforlemma,word_count,topic,topic_name,Entities,IsEntity
261373,nifty_799,2014-01-28,Research and Markets: 2014 Report on the International Implantable Drug Delivery Devices Market - Trends and Forecasts to 2018,Fall,-0.0096,126,research and market report the international implantable drug delivery device market trend and forecast,103,14,0,pharmacy,"['research', 'and', 'market', 'report', 'the', 'international', 'imp', '##lant', '##able', 'drug', 'delivery', 'device', 'market', 'trend', 'and', 'forecast']",1
261393,nifty_799,2014-01-28,Research and Markets: 2014 Report on the International Gynecological Devices Market - Forecasts to 2018,Fall,-0.0096,103,research and market report the international gynecological device market forecast,81,10,0,pharmacy,"['research', 'and', 'market', 'report', 'the', 'international', 'g', '##yne', '##cological', 'device', 'market', 'forecast']",1
261467,nifty_799,2014-01-28,Research and Markets: 2014 Report on the International Hospital-based EMR Market,Fall,-0.0096,80,research and market report the international hospital based emr market,70,10,0,pharmacy,"['research', 'and', 'market', 'report', 'the', 'international', 'hospital', 'based', 'em', '##r', 'market']",1
261495,nifty_799,2014-01-28,"New Drug Channels Institute Study Finds Three Companies Dominate Specialty Pharmacy, Identifies Key Trends Affecting Profitability",Fall,-0.0096,130,new drug channel institute study find three company dominate specialty pharmacy identifies key trend affecting profitability,124,16,0,pharmacy,"['new', 'drug', 'channel', 'institute', 'study', 'find', 'three', 'company', 'dominate', 'specialty', 'pharmacy', 'identifies', 'key', 'trend', 'affecting', 'profit', '##ability']",1
261627,nifty_799,2014-01-28,"Hedge Funder, Jeffrey Epstein Funds Groundbreaking Colon Cancer Research at Johns Hopkins University",Fall,-0.0096,100,hedge funder jeffrey epstein fund groundbreaking colon cancer research john hopkins university,94,12,0,pharmacy,"['hedge', 'fund', '##er', 'j', '##ef', '##frey', 'e', '##ps', '##tein', 'fund', 'groundbreaking', 'co', '##lon', 'cancer', 'research', 'j', '##oh', '##n', 'hop', '##kins', 'university']",1
261761,nifty_799,2014-01-28,"The Chronic Kidney Disease (CKD) Drug Market Will Increase to $11.7 Billion in 2022, Driven by the Uptake of Novel Agents",Fall,-0.0096,121,the chronic kidney disease ckd drug market will increase billion driven the uptake novel agent,94,15,0,pharmacy,"['the', 'chronic', 'kidney', 'disease', 'c', '##k', '##d', 'drug', 'market', 'will', 'increase', 'billion', 'driven', 'the', 'up', '##take', 'novel', 'agent']",1
261992,nifty_799,2014-01-28,Amgen profit tops Street expectations; focus on new drugs,Fall,-0.0096,57,amgen profit top street expectation focus new drug,50,8,0,pharmacy,"['am', '##gen', 'profit', 'top', 'street', 'expectation', 'focus', 'new', 'drug']",1
261993,nifty_799,2014-01-28,UPDATE 2-Amgen profit tops Street expectations; focus on new drugs,Fall,-0.0096,66,update amgen profit top street expectation focus new drug,57,9,0,pharmacy,"['update', 'am', '##gen', 'profit', 'top', 'street', 'expectation', 'focus', 'new', 'drug']",1
262071,nifty_799,2014-01-28,Bitter Medicine in Store for Activists,Fall,-0.0096,38,bitter medicine store for activist,34,5,0,pharmacy,"['bitter', 'medicine', 'store', 'for', 'activist']",1
262072,nifty_799,2014-01-28,Bayer's Aleve May Have Lower Cardiac Risk Than Rival Painkillers,Fall,-0.0096,64,bayer aleve may have lower cardiac risk than rival painkiller,61,10,0,pharmacy,"['bay', '##er', 'ale', '##ve', 'may', 'have', 'lower', 'cardiac', 'risk', 'than', 'rival', 'pain', '##kill', '##er']",1
262225,nifty_800,2014-01-29,Biogen Profit Jumps,Rise,0.0106,19,biogen profit jump,18,3,0,pharmacy,"['bio', '##gen', 'profit', 'jump']",1
262364,nifty_801,2014-01-30,J&J to Share Drug Research Data in Pact With Yale,Fall,-0.0059,49,share drug research data pact with yale,39,7,0,pharmacy,"['share', 'drug', 'research', 'data', 'pact', 'with', 'ya', '##le']",1
262434,nifty_802,2014-02-03,FDA Designates GlaxoSmithKline Drug as Breakthrough Therapy,Rise,0.007,59,fda designates glaxosmithkline drug breakthrough therapy,56,6,0,pharmacy,"['f', '##da', 'design', '##ates', 'g', '##lax', '##os', '##mith', '##k', '##line', 'drug', 'breakthrough', 'therapy']",1
262444,nifty_803,2014-02-04,Saudis Push Gene-Sequencing Research,Neutral,-0.0013,36,saudi push gene sequencing research,35,5,0,pharmacy,"['sa', '##udi', 'push', 'gene', 'se', '##quencing', 'research']",1
262453,nifty_803,2014-02-04,Myriad Genetics to Buy Crescendo Bioscience,Neutral,-0.0013,43,myriad genetics buy crescendo bioscience,40,5,0,pharmacy,"['my', '##riad', 'genetics', 'buy', 'c', '##res', '##cend', '##o', 'bio', '##science']",1
262586,nifty_804,2014-02-05,Analysis: Emerging markets buffeted by bipolar world,Rise,0.0132,52,analysis emerging market buffeted bipolar world,47,6,0,pharmacy,"['analysis', 'emerging', 'market', 'b', '##uff', '##eted', 'bi', '##pol', '##ar', 'world']",1
262603,nifty_804,2014-02-05,Cegedim Strategic Data announces the expansion of their EMR-based Real World Patient data and analytics to the US market,Rise,0.0132,120,cegedim strategic data announces the expansion their emr based real world patient data and analytics the market,111,17,0,pharmacy,"['c', '##ege', '##di', '##m', 'strategic', 'data', 'announces', 'the', 'expansion', 'their', 'em', '##r', 'based', 'real', 'world', 'patient', 'data', 'and', 'anal', '##ytic', '##s', 'the', 'market']",1
262678,nifty_804,2014-02-05,Innovus Pharmaceuticals to Present at the 16th Annual BIO CEO & Investor Conference in New York,Rise,0.0132,95,innovus pharmaceutical present the annual bio ceo investor conference new york,78,11,0,pharmacy,"['inn', '##ov', '##us', 'pharmaceutical', 'present', 'the', 'annual', 'bio', 'c', '##eo', 'investor', 'conference', 'new', 'yo', '##rk']",1
262680,nifty_804,2014-02-05,Safeguard Scientifics Partner Company Crescendo Bioscience to Be Acquired by Myriad Genetics,Rise,0.0132,92,safeguard scientifics partner company crescendo bioscience acquired myriad genetics,83,9,0,pharmacy,"['safe', '##guard', 'scientific', '##s', 'partner', 'company', 'c', '##res', '##cend', '##o', 'bio', '##science', 'acquired', 'my', '##riad', 'genetics']",1
262747,nifty_804,2014-02-05,Soligenix to Present at the 16th Annual BIO CEO & Investor Conference in New York City,Rise,0.0132,86,soligenix present the annual bio ceo investor conference new york city,70,11,0,pharmacy,"['so', '##li', '##gen', '##ix', 'present', 'the', 'annual', 'bio', 'c', '##eo', 'investor', 'conference', 'new', 'yo', '##rk', 'city']",1
262748,nifty_804,2014-02-05,Research and Markets: FDA Regulation and Its Impact on the Pump Market,Rise,0.0132,70,research and market fda regulation and it impact the pump market,64,11,0,pharmacy,"['research', 'and', 'market', 'f', '##da', 'regulation', 'and', 'it', 'impact', 'the', 'pump', 'market']",1
262755,nifty_804,2014-02-05,AcelRx Pharmaceuticals to Participate in Three Upcoming Investor Events,Rise,0.0132,71,acelrx pharmaceutical participate three upcoming investor event,63,7,0,pharmacy,"['ace', '##l', '##r', '##x', 'pharmaceutical', 'participate', 'three', 'upcoming', 'investor', 'event']",1
262763,nifty_804,2014-02-05,"MARKET PULSE-Google, Time Warner, Myriad Genetics, Cognizant, Radian",Rise,0.0132,68,market pulse google time warner myriad genetics cognizant radian,64,9,0,pharmacy,"['market', 'pulse', 'go', '##og', '##le', 'time', 'warn', '##er', 'my', '##riad', 'genetics', 'co', '##gni', '##zan', '##t', 'r', '##adia', '##n']",1
262764,nifty_804,2014-02-05,Research and Markets: Concise Analysis of the International Transdermal Drug Delivery Markets - Updated 2014 Report,Rise,0.0132,115,research and market concise analysis the international transdermal drug delivery market updated report,102,13,0,pharmacy,"['research', 'and', 'market', 'con', '##cise', 'analysis', 'the', 'international', 'trans', '##der', '##mal', 'drug', 'delivery', 'market', 'updated', 'report']",1
262771,nifty_804,2014-02-05,Research and Markets: Concise Analysis on the International Personalized Medicine Market - Updated 2014 Report,Rise,0.0132,110,research and market concise analysis the international personalized medicine market updated report,98,12,0,pharmacy,"['research', 'and', 'market', 'con', '##cise', 'analysis', 'the', 'international', 'personal', '##ized', 'medicine', 'market', 'updated', 'report']",1
262797,nifty_804,2014-02-05,Arena Pharmaceuticals to Present at Two Upcoming Investor Conferences,Rise,0.0132,69,arena pharmaceutical present two upcoming investor conference,61,7,0,pharmacy,"['arena', 'pharmaceutical', 'present', 'two', 'upcoming', 'investor', 'conference']",1
262845,nifty_804,2014-02-05,Aetna Foundation to Give $4 Million in Grants to Support Digital Health Innovations for Underserved Communities,Rise,0.0132,111,aetna foundation give million grant support digital health innovation for underserved community,95,12,0,pharmacy,"['a', '##et', '##na', 'foundation', 'give', 'million', 'grant', 'support', 'digital', 'health', 'innovation', 'for', 'under', '##serve', '##d', 'community']",1
262856,nifty_804,2014-02-05,"KemPharm, Inc. to Present at 16th Annual BIO CEO & Investor Conference",Rise,0.0132,70,kempharm inc present annual bio ceo investor conference,55,8,0,pharmacy,"['k', '##em', '##pha', '##rm', 'in', '##c', 'present', 'annual', 'bio', 'c', '##eo', 'investor', 'conference']",1
262898,nifty_804,2014-02-05,Cerecor to Present at 16th Annual BIO CEO & Investor Conference,Rise,0.0132,63,cerecor present annual bio ceo investor conference,50,7,0,pharmacy,"['c', '##ere', '##cor', 'present', 'annual', 'bio', 'c', '##eo', 'investor', 'conference']",1
262911,nifty_804,2014-02-05,Tetraphase Pharmaceuticals to Present at the 16th Annual BIO CEO & Investor Conference,Rise,0.0132,86,tetraphase pharmaceutical present the annual bio ceo investor conference,72,9,0,pharmacy,"['te', '##tra', '##pha', '##se', 'pharmaceutical', 'present', 'the', 'annual', 'bio', 'c', '##eo', 'investor', 'conference']",1
262927,nifty_804,2014-02-05,"BRIEF-Merck says still assessing whether to keep, divest non-pharmaceutical units",Rise,0.0132,81,brief merck say still assessing whether keep divest non pharmaceutical unit,75,11,0,pharmacy,"['brief', 'me', '##rc', '##k', 'say', 'still', 'assessing', 'whether', 'keep', 'dive', '##st', 'non', 'pharmaceutical', 'unit']",1
262964,nifty_804,2014-02-05,Research and Markets: EMRs and Clinical Research Report: Current and Potential Impact,Rise,0.0132,85,research and market emrs and clinical research report current and potential impact,82,12,0,pharmacy,"['research', 'and', 'market', 'em', '##rs', 'and', 'clinical', 'research', 'report', 'current', 'and', 'potential', 'impact']",1
263012,nifty_804,2014-02-05,"HealthMedica Inc., launches nationwide network of 75 Longevity Medical Centers across 15 states and 25 major US markets in alliance with $18 billion HCP Inc., (NYSE / S&P; 500), the largest healthcare Real Estate Investment T",Rise,0.0132,225,healthmedica inc launch nationwide network longevity medical center across state and major market alliance with billion hcp inc nyse the largest healthcare real estate investment,178,25,0,pharmacy,"['health', '##med', '##ica', 'in', '##c', 'launch', 'nationwide', 'network', 'long', '##evity', 'medical', 'center', 'across', 'state', 'and', 'major', 'market', 'alliance', 'with', 'billion', 'h', '##c', '##p', 'in', '##c', 'n', '##ys', '##e', 'the', 'largest', 'healthcare', 'real', 'estate', 'investment']",1
263138,nifty_804,2014-02-05,DiaMedica to Present at 16th Annual BIO CEO & Investor Conference,Rise,0.0132,65,diamedica present annual bio ceo investor conference,52,7,0,pharmacy,"['di', '##amed', '##ica', 'present', 'annual', 'bio', 'c', '##eo', 'investor', 'conference']",1
263150,nifty_804,2014-02-05,Research and Markets: Global Biophotonics Market to 2016,Rise,0.0132,56,research and market global biophotonics market,46,6,0,pharmacy,"['research', 'and', 'market', 'global', 'bio', '##ph', '##oto', '##nics', 'market']",1
263204,nifty_804,2014-02-05,Research and Markets: Global Biomaterials Market 2012-2016: High R&D; Costs Could Pose a Challenge to the Growth of the Market,Rise,0.0132,126,research and market global biomaterials market high cost could pose challenge the growth the market,99,15,0,pharmacy,"['research', 'and', 'market', 'global', 'bio', '##mate', '##rial', '##s', 'market', 'high', 'cost', 'could', 'pose', 'challenge', 'the', 'growth', 'the', 'market']",1
263214,nifty_804,2014-02-05,Research and Markets: The RFID Market in India is Forecasted to Grow at the CAGR of Around 25% During 2013-2018,Rise,0.0132,111,research and market the rfid market india forecasted grow the cagr around during,80,13,0,pharmacy,"['research', 'and', 'market', 'the', 'r', '##fi', '##d', 'market', 'in', '##dia', 'forecast', '##ed', 'grow', 'the', 'ca', '##g', '##r', 'around', 'during']",1
263220,nifty_804,2014-02-05,Tekmira to Present at the 16th Annual BIO CEO & Investor Conference,Rise,0.0132,67,tekmira present the annual bio ceo investor conference,54,8,0,pharmacy,"['te', '##k', '##mir', '##a', 'present', 'the', 'annual', 'bio', 'c', '##eo', 'investor', 'conference']",1
263283,nifty_804,2014-02-05,NPS Pharmaceuticals to Report 2013 Financial Results,Rise,0.0132,52,np pharmaceutical report financial result,41,5,0,pharmacy,"['n', '##p', 'pharmaceutical', 'report', 'financial', 'result']",1
263490,nifty_804,2014-02-05,Allergy-Drug Firm Circassia Seeks U.K. Listing,Rise,0.0132,46,allergy drug firm circassia seek listing,40,6,0,pharmacy,"['all', '##er', '##gy', 'drug', 'firm', 'circa', '##ssi', '##a', 'seek', 'listing']",1
263518,nifty_804,2014-02-05,Merck in Pacts to Study Cancer Treatment,Rise,0.0132,40,merck pact study cancer treatment,33,5,0,pharmacy,"['me', '##rc', '##k', 'pact', 'study', 'cancer', 'treatment']",1
263747,nifty_806,2014-02-10,Research and Markets: Optina (Microvascular Complications of Diabetes) - Forecast and Market Analysis to 2022 Report,Rise,0.0109,116,research and market optina microvascular complication diabetes forecast and market analysis report,98,12,0,pharmacy,"['research', 'and', 'market', 'op', '##tina', 'micro', '##vas', '##cular', 'com', '##plication', 'diabetes', 'forecast', 'and', 'market', 'analysis', 'report']",1
263770,nifty_806,2014-02-10,"Research and Markets: 2014 Analysis of the World Cancer Diagnostic Testing Market: Country Segment Forecasts, Market Shares, Emerging Technologies, Competitive Strategies, Growth Opportunities",Rise,0.0109,192,research and market analysis the world cancer diagnostic testing market country segment forecast market share emerging technology competitive strategy growth opportunity,169,21,0,pharmacy,"['research', 'and', 'market', 'analysis', 'the', 'world', 'cancer', 'diagnostic', 'testing', 'market', 'country', 'segment', 'forecast', 'market', 'share', 'emerging', 'technology', 'competitive', 'strategy', 'growth', 'opportunity']",1
263792,nifty_806,2014-02-10,"Research and Markets: 2014 Analysis of the World Clinical Chemistry and Immunodiagnostic Markets: Country Segment Forecasts, Market Shares, Emerging Technologies, Competitive Strategies, Growth Opportunities",Rise,0.0109,207,research and market analysis the world clinical chemistry and immunodiagnostic market country segment forecast market share emerging technology competitive strategy growth opportunity,183,22,0,pharmacy,"['research', 'and', 'market', 'analysis', 'the', 'world', 'clinical', 'chemistry', 'and', 'im', '##mu', '##no', '##dia', '##gno', '##stic', 'market', 'country', 'segment', 'forecast', 'market', 'share', 'emerging', 'technology', 'competitive', 'strategy', 'growth', 'opportunity']",1
